file;N_bad_channels;HighAmp;LowAmp;Bridged;Noise_Rate;FINAL;exclude_idx;exclude_labels;Clusters
sub-NDARWX338NDL_task-FunwithFractals_eeg.set;3;['E95'];['E49' 'E67'];['E49', 'E67'];['E1', 'E2', 'E3', 'E4', 'E12', 'E26', 'E31', 'E36', 'E39', 'E40', 'E44', 'E45', 'E46', 'E55', 'E56', 'E57', 'E60', 'E61', 'E63', 'E64', 'E68', 'E69', 'E70', 'E73', 'E74', 'E75', 'E76', 'E77', 'E78', 'E79', 'E81', 'E82', 'E83', 'E84', 'E85', 'E87', 'E88', 'E89', 'E90', 'E91', 'E92', 'E94', 'E95', 'E96', 'E97', 'E98', 'E99', 'E100', 'E101', 'E102', 'E103', 'E104', 'E107', 'E108', 'E109', 'E110', 'E113', 'E114', 'E117', 'E124'];['E39', 'E74', 'E70', 'E63', 'E87', 'E98', 'E100', 'E12', 'E73', 'E83', 'E92', 'E68', 'E55', 'E113', 'E103', 'E77', 'E3', 'E97', 'E108', 'E67', 'E4', 'E1', 'E69', 'E85', 'E75', 'E114', 'E102', 'E26', 'E2', 'E76', 'E56', 'E44', 'E101', 'E124', 'E78', 'E91', 'E95', 'E89', 'E31', 'E60', 'E46', 'E84', 'E96', 'E88', 'E82', 'E109', 'E90', 'E45', 'E81', 'E107', 'E110', 'E99', 'E36', 'E61', 'E94', 'E79', 'E57', 'E117', 'E49', 'E64', 'E40', 'E104'];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 38, 39, 40, 42, 43, 44, 45, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63];['channel noise', 'other', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'other', 'eye blink', 'eye blink', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'eye blink', 'muscle artifact', 'channel noise', 'eye blink', 'eye blink', 'other', 'muscle artifact', 'channel noise', 'muscle artifact', 'other', 'other', 'channel noise', 'muscle artifact', 'channel noise', 'muscle artifact', 'other', 'other', 'eye blink', 'eye blink', 'muscle artifact', 'other', 'other', 'other', 'other', 'channel noise', 'other', 'eye blink', 'eye blink', 'other', 'channel noise', 'other', 'other', 'line noise', 'other', 'other', 'other', 'other', 'other', 'other', 'muscle artifact', 'other', 'eye blink', 'channel noise', 'other'];[['E49', 'E67']]
sub-NDARXU253JHC_task-contrastChangeDetection_run-3_eeg.set;5;['E28' 'E33' 'E49' 'E67' 'E95'];[];[];['E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E11', 'E12', 'E13', 'E14', 'E15', 'E16', 'E18', 'E19', 'E20', 'E21', 'E22', 'E23', 'E24', 'E26', 'E27', 'E28', 'E29', 'E30', 'E31', 'E32', 'E33', 'E34', 'E35', 'E36', 'E37', 'E38', 'E39', 'E40', 'E41', 'E42', 'E43', 'E44', 'E45', 'E46', 'E47', 'E49', 'E50', 'E51', 'E52', 'E53', 'E54', 'E55', 'E56', 'E57', 'E59', 'E60', 'E61', 'E62', 'E63', 'E64', 'E65', 'E66', 'E67', 'E69', 'E70', 'E71', 'E72', 'E73', 'E75', 'E76', 'E77', 'E79', 'E80', 'E82', 'E83', 'E84', 'E87', 'E89', 'E90', 'E92', 'E93', 'E95', 'E96', 'E98', 'E99', 'E100', 'E101', 'E102', 'E103', 'E104', 'E105', 'E106', 'E108', 'E109', 'E110', 'E111', 'E113', 'E115', 'E116', 'E117', 'E128'];['E3', 'E67', 'E54', 'E83', 'E2', 'E39', 'E41', 'E36', 'E28', 'E60', 'E21', 'E7', 'E116', 'E89', 'E53', 'E29', 'E16', 'E70', 'E55', 'E84', 'E5', 'E63', 'E105', 'E45', 'E113', 'E46', 'E75', 'E93', 'E18', 'E92', 'E102', 'E72', 'E73', 'E62', 'E106', 'E44', 'E104', 'E37', 'E117', 'E100', 'E23', 'E47', 'E76', 'E57', 'E95', 'E15', 'E82', 'E32', 'E34', 'E22', 'E50', 'E109', 'E103', 'E61', 'E24', 'E35', 'E59', 'E31', 'E4', 'E66', 'E38', 'E101', 'E27', 'E49', 'E128', 'E77', 'E40', 'E14', 'E98', 'E6', 'E87', 'E13', 'E69', 'E30', 'E108', 'E90', 'E64', 'E111', 'E115', 'E51', 'E19', 'E52', 'E96', 'E20', 'E80', 'E26', 'E71', 'E79', 'E99', 'E43', 'E12', 'E33', 'E11', 'E110', 'E42', 'E56', 'E65'];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 21, 22, 23, 24, 25, 27, 28, 29, 31, 32, 35, 36, 38, 39, 40, 43, 44, 45, 49, 50, 51, 54, 55, 56, 57, 58, 59, 64, 65, 66, 67, 68, 69, 70];['channel noise', 'channel noise', 'eye blink', 'channel noise', 'line noise', 'line noise', 'line noise', 'channel noise', 'eye blink', 'channel noise', 'eye blink', 'channel noise', 'line noise', 'line noise', 'line noise', 'line noise', 'other', 'line noise', 'channel noise', 'line noise', 'heart beat', 'line noise', 'eye blink', 'muscle artifact', 'line noise', 'eye blink', 'other', 'channel noise', 'line noise', 'other', 'other', 'eye blink', 'eye blink', 'line noise', 'line noise', 'other', 'line noise', 'other', 'other', 'other', 'heart beat', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'muscle artifact', 'other', 'other', 'other'];[]
sub-NDARRM467NP2_task-DiaryOfAWimpyKid_eeg.set;1;[];['E67'];[];['E7', 'E10', 'E11', 'E15', 'E16', 'E21', 'E55', 'E62', 'E67', 'E113'];['E67', 'E15', 'E16', 'E55', 'E62', 'E21', 'E113', 'E10', 'E7', 'E11'];[11, 20, 30, 37, 45, 49, 54, 55, 57, 58, 59, 61, 62, 63, 68, 71, 76, 77, 78, 80, 81, 83, 86, 88, 91, 92, 93, 94, 96, 99, 100, 101, 102, 104];['other', 'other', 'other', 'channel noise', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'muscle artifact', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'muscle artifact', 'other', 'other', 'muscle artifact', 'other', 'muscle artifact', 'other', 'other'];[]
sub-NDARAH948UF0_task-DiaryOfAWimpyKid_eeg.set;2;['E42' 'E67'];[];[];['E6', 'E7', 'E8', 'E11', 'E12', 'E13', 'E18', 'E20', 'E22', 'E23', 'E24', 'E26', 'E27', 'E28', 'E29', 'E30', 'E31', 'E33', 'E34', 'E35', 'E36', 'E37', 'E39', 'E40', 'E41', 'E42', 'E45', 'E46', 'E47', 'E49', 'E50', 'E51', 'E52', 'E53', 'E54', 'E55', 'E57', 'E58', 'E59', 'E60', 'E61', 'E62', 'E64', 'E65', 'E66', 'E67', 'E69', 'E71', 'E72', 'E74', 'E76', 'E77', 'E78', 'E79', 'E80', 'E85', 'E86', 'E91', 'E92', 'E93', 'E94', 'E99', 'E100', 'E104', 'E105', 'E106', 'E107', 'E109', 'E111', 'E113', 'E114', 'E125', 'E128'];['E45', 'E92', 'E40', 'E57', 'E7', 'E61', 'E33', 'E42', 'E22', 'E23', 'E66', 'E41', 'E30', 'E59', 'E67', 'E78', 'E26', 'E49', 'E13', 'E109', 'E54', 'E29', 'E46', 'E76', 'E106', 'E12', 'E34', 'E52', 'E99', 'E125', 'E24', 'E60', 'E85', 'E8', 'E65', 'E74', 'E62', 'E80', 'E18', 'E113', 'E111', 'E77', 'E6', 'E31', 'E47', 'E93', 'E55', 'E94', 'E72', 'E79', 'E71', 'E36', 'E91', 'E37', 'E107', 'E69', 'E58', 'E105', 'E104', 'E20', 'E11', 'E51', 'E114', 'E28', 'E50', 'E35', 'E100', 'E86', 'E53', 'E27', 'E64', 'E39', 'E128'];[0, 1, 4, 6, 7, 8, 11, 13, 19, 21, 24, 26, 27, 29, 31, 33, 34, 35, 39, 41, 42, 47, 49, 55, 56, 59, 62, 66, 70, 71, 73, 75, 76, 77, 78, 79, 80, 82, 83, 84, 85, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 101, 103];['line noise', 'line noise', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'eye blink', 'channel noise', 'muscle artifact', 'channel noise', 'eye blink', 'muscle artifact', 'other', 'muscle artifact', 'channel noise', 'other', 'channel noise', 'other', 'other', 'other', 'other', 'muscle artifact', 'channel noise', 'line noise', 'other', 'channel noise', 'muscle artifact', 'other', 'channel noise', 'channel noise', 'eye blink', 'other', 'channel noise', 'muscle artifact', 'other', 'other', 'other', 'line noise', 'other', 'other', 'other', 'other', 'other', 'channel noise', 'channel noise', 'other'];[]
sub-NDARXD388TTE_task-FunwithFractals_eeg.set;3;[];['E7' 'E31' 'E80'];[];['E25', 'E32', 'E43', 'E45', 'E49', 'E56', 'E57', 'E61', 'E64', 'E69', 'E80', 'E81', 'E107', 'E116', 'E128'];['E116', 'E43', 'E61', 'E81', 'E128', 'E31', 'E80', 'E56', 'E69', 'E107', 'E57', 'E45', 'E49', 'E64', 'E25', 'E7', 'E32'];[0, 2, 3, 5, 7, 12, 13, 15, 16, 18, 23, 28, 30, 31, 33, 34, 36, 37, 38, 39, 40, 45, 46, 47, 49, 54, 58, 62, 65, 66, 67, 68, 69, 73, 75, 76, 77, 78, 79, 80, 81, 82, 84, 86, 87, 90, 92, 93, 94, 95, 97, 98, 99, 101, 102, 103, 104, 105];['eye blink', 'muscle artifact', 'eye blink', 'other', 'other', 'line noise', 'other', 'line noise', 'other', 'other', 'line noise', 'other', 'eye blink', 'line noise', 'other', 'other', 'line noise', 'other', 'channel noise', 'other', 'line noise', 'other', 'other', 'line noise', 'other', 'other', 'heart beat', 'line noise', 'other', 'other', 'eye blink', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'line noise', 'other', 'other', 'muscle artifact', 'eye blink', 'other', 'muscle artifact', 'line noise', 'other', 'line noise', 'other', 'other', 'other', 'line noise', 'other', 'other', 'line noise', 'other'];[]
sub-NDARXH597ML1_task-surroundSupp_run-1_eeg.set;4;['E67' 'E103' 'E122'];['E18'];[];['E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E8', 'E12', 'E13', 'E14', 'E18', 'E19', 'E20', 'E21', 'E23', 'E25', 'E26', 'E28', 'E29', 'E30', 'E31', 'E34', 'E35', 'E36', 'E37', 'E39', 'E40', 'E41', 'E42', 'E43', 'E44', 'E45', 'E46', 'E47', 'E50', 'E51', 'E52', 'E53', 'E54', 'E55', 'E56', 'E57', 'E58', 'E59', 'E60', 'E61', 'E62', 'E63', 'E64', 'E65', 'E66', 'E67', 'E68', 'E69', 'E70', 'E71', 'E72', 'E73', 'E74', 'E75', 'E76', 'E77', 'E78', 'E79', 'E80', 'E81', 'E82', 'E83', 'E84', 'E85', 'E86', 'E87', 'E88', 'E89', 'E90', 'E91', 'E92', 'E93', 'E94', 'E95', 'E96', 'E97', 'E98', 'E99', 'E100', 'E101', 'E102', 'E103', 'E104', 'E105', 'E106', 'E107', 'E108', 'E109', 'E110', 'E111', 'E112', 'E113', 'E114', 'E115', 'E116', 'E117', 'E118', 'E120', 'E121', 'E122', 'E123', 'E124', 'E125', 'E128'];['E37', 'E113', 'E88', 'E25', 'E80', 'E66', 'E103', 'E105', 'E58', 'E28', 'E34', 'E61', 'E121', 'E99', 'E107', 'E97', 'E51', 'E3', 'E50', 'E64', 'E86', 'E123', 'E101', 'E5', 'E41', 'E55', 'E79', 'E29', 'E36', 'E75', 'E82', 'E89', 'E109', 'E108', 'E12', 'E20', 'E125', 'E7', 'E59', 'E46', 'E104', 'E122', 'E31', 'E67', 'E72', 'E93', 'E40', 'E30', 'E69', 'E87', 'E71', 'E73', 'E35', 'E14', 'E45', 'E94', 'E90', 'E76', 'E116', 'E124', 'E44', 'E65', 'E1', 'E53', 'E62', 'E128', 'E91', 'E95', 'E26', 'E21', 'E4', 'E70', 'E110', 'E39', 'E77', 'E106', 'E54', 'E115', 'E118', 'E114', 'E96', 'E19', 'E85', 'E47', 'E57', 'E81', 'E102', 'E84', 'E100', 'E74', 'E78', 'E92', 'E2', 'E18', 'E60', 'E111', 'E52', 'E56', 'E23', 'E13', 'E112', 'E83', 'E120', 'E43', 'E98', 'E42', 'E8', 'E6', 'E68', 'E63', 'E117'];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47];['channel noise', 'channel noise', 'line noise', 'line noise', 'line noise', 'line noise', 'channel noise', 'line noise', 'channel noise', 'line noise', 'channel noise', 'line noise', 'channel noise', 'line noise', 'channel noise', 'other', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'channel noise'];[]
sub-NDARXH597ML1_task-symbolSearch_eeg.set;3;['E67'];['E18' 'E103'];['E18', 'E103'];['E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E8', 'E10', 'E12', 'E13', 'E14', 'E19', 'E20', 'E21', 'E22', 'E23', 'E25', 'E26', 'E28', 'E29', 'E30', 'E31', 'E33', 'E34', 'E35', 'E36', 'E37', 'E38', 'E39', 'E40', 'E41', 'E42', 'E43', 'E44', 'E45', 'E46', 'E47', 'E49', 'E50', 'E51', 'E52', 'E53', 'E54', 'E55', 'E56', 'E57', 'E58', 'E59', 'E60', 'E61', 'E62', 'E63', 'E64', 'E65', 'E66', 'E67', 'E68', 'E69', 'E70', 'E71', 'E72', 'E73', 'E74', 'E75', 'E76', 'E77', 'E78', 'E79', 'E80', 'E81', 'E82', 'E83', 'E84', 'E85', 'E86', 'E87', 'E88', 'E89', 'E90', 'E91', 'E92', 'E93', 'E94', 'E95', 'E96', 'E97', 'E98', 'E99', 'E100', 'E101', 'E102', 'E104', 'E105', 'E106', 'E107', 'E108', 'E109', 'E110', 'E111', 'E112', 'E113', 'E114', 'E115', 'E116', 'E117', 'E118', 'E120', 'E121', 'E122', 'E123', 'E125', 'E128'];['E37', 'E113', 'E88', 'E25', 'E80', 'E66', 'E103', 'E105', 'E58', 'E28', 'E34', 'E61', 'E121', 'E99', 'E107', 'E97', 'E51', 'E3', 'E50', 'E64', 'E86', 'E123', 'E101', 'E5', 'E41', 'E55', 'E79', 'E29', 'E36', 'E75', 'E82', 'E89', 'E109', 'E108', 'E12', 'E20', 'E125', 'E7', 'E59', 'E46', 'E104', 'E122', 'E31', 'E67', 'E72', 'E93', 'E40', 'E30', 'E69', 'E87', 'E71', 'E73', 'E35', 'E14', 'E45', 'E94', 'E90', 'E76', 'E116', 'E44', 'E65', 'E1', 'E53', 'E62', 'E10', 'E128', 'E91', 'E95', 'E26', 'E21', 'E4', 'E70', 'E110', 'E39', 'E77', 'E106', 'E54', 'E115', 'E118', 'E114', 'E96', 'E19', 'E85', 'E47', 'E57', 'E81', 'E102', 'E84', 'E33', 'E100', 'E74', 'E78', 'E92', 'E2', 'E18', 'E60', 'E111', 'E52', 'E56', 'E23', 'E49', 'E13', 'E68', 'E112', 'E83', 'E120', 'E43', 'E98', 'E42', 'E38', 'E8', 'E6', 'E117', 'E63', 'E22'];[0, 1, 2, 3];['line noise', 'channel noise', 'line noise', 'line noise'];[['E18', 'E103']]
sub-NDARZC499NVX_task-DespicableMe_eeg.set;2;['E26'];['E67'];[];['E4', 'E5', 'E7', 'E8', 'E12', 'E13', 'E20', 'E22', 'E23', 'E24', 'E25', 'E26', 'E27', 'E29', 'E30', 'E31', 'E32', 'E33', 'E34', 'E36', 'E37', 'E39', 'E43', 'E44', 'E49', 'E54', 'E55', 'E58', 'E60', 'E61', 'E62', 'E65', 'E67', 'E72', 'E78', 'E79', 'E80', 'E86', 'E87', 'E89', 'E90', 'E93', 'E94', 'E95', 'E96', 'E99', 'E100', 'E101', 'E106', 'E112', 'E113', 'E125'];['E89', 'E93', 'E79', 'E5', 'E54', 'E13', 'E49', 'E96', 'E37', 'E67', 'E125', 'E31', 'E78', 'E26', 'E20', 'E34', 'E58', 'E65', 'E60', 'E80', 'E87', 'E106', 'E30', 'E86', 'E100', 'E25', 'E12', 'E36', 'E39', 'E44', 'E43', 'E55', 'E112', 'E99', 'E4', 'E95', 'E72', 'E94', 'E33', 'E62', 'E24', 'E101', 'E90', 'E7', 'E8', 'E22', 'E32', 'E61', 'E27', 'E29', 'E23', 'E113'];[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56];['line noise', 'line noise', 'channel noise', 'line noise', 'channel noise', 'line noise', 'line noise', 'line noise', 'other', 'channel noise', 'channel noise', 'eye blink', 'channel noise', 'muscle artifact', 'line noise', 'channel noise', 'channel noise', 'muscle artifact', 'eye blink', 'muscle artifact', 'eye blink', 'muscle artifact', 'channel noise', 'muscle artifact', 'eye blink', 'muscle artifact', 'line noise', 'other', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'muscle artifact', 'other', 'channel noise', 'other', 'other', 'other', 'muscle artifact', 'other', 'muscle artifact', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'other', 'muscle artifact', 'other', 'channel noise', 'other'];[]
sub-NDARXU253JHC_task-seqLearning6target_eeg.set;9;['E38' 'E40' 'E49' 'E95' 'E117'];['E31' 'E55' 'E80' 'E106'];[];['E1', 'E2', 'E3', 'E4', 'E5', 'E6', 'E7', 'E8', 'E9', 'E10', 'E11', 'E12', 'E13', 'E14', 'E15', 'E16', 'E18', 'E19', 'E20', 'E21', 'E22', 'E23', 'E24', 'E25', 'E26', 'E27', 'E28', 'E29', 'E30', 'E31', 'E32', 'E33', 'E34', 'E35', 'E36', 'E37', 'E38', 'E39', 'E40', 'E41', 'E42', 'E43', 'E44', 'E45', 'E46', 'E47', 'E49', 'E50', 'E51', 'E52', 'E53', 'E54', 'E55', 'E56', 'E57', 'E58', 'E59', 'E60', 'E61', 'E62', 'E63', 'E64', 'E65', 'E66', 'E67', 'E68', 'E69', 'E70', 'E71', 'E72', 'E73', 'E74', 'E75', 'E76', 'E77', 'E78', 'E79', 'E80', 'E82', 'E83', 'E84', 'E85', 'E86', 'E87', 'E88', 'E89', 'E90', 'E91', 'E92', 'E93', 'E94', 'E95', 'E96', 'E97', 'E98', 'E99', 'E100', 'E101', 'E102', 'E103', 'E104', 'E105', 'E106', 'E107', 'E108', 'E109', 'E110', 'E111', 'E112', 'E113', 'E114', 'E115', 'E116', 'E117', 'E118', 'E120', 'E121', 'E122', 'E123', 'E124', 'E125', 'E128'];['E3', 'E67', 'E54', 'E74', 'E83', 'E1', 'E120', 'E122', 'E2', 'E39', 'E41', 'E107', 'E36', 'E94', 'E28', 'E60', 'E21', 'E7', 'E116', 'E91', 'E89', 'E53', 'E29', 'E16', 'E70', 'E55', 'E84', 'E25', 'E5', 'E63', 'E105', 'E45', 'E113', 'E46', 'E75', 'E88', 'E93', 'E18', 'E92', 'E86', 'E102', 'E72', 'E73', 'E106', 'E62', 'E44', 'E117', 'E37', 'E104', 'E100', 'E58', 'E23', 'E47', 'E76', 'E118', 'E57', 'E95', 'E121', 'E15', 'E82', 'E32', 'E34', 'E123', 'E97', 'E8', 'E22', 'E50', 'E109', 'E103', 'E61', 'E24', 'E35', 'E125', 'E59', 'E31', 'E4', 'E66', 'E38', 'E78', 'E101', 'E27', 'E49', 'E128', 'E77', 'E40', 'E14', 'E98', 'E6', 'E87', 'E13', 'E69', 'E30', 'E108', 'E90', 'E64', 'E111', 'E115', 'E68', 'E51', 'E10', 'E19', 'E52', 'E96', 'E20', 'E80', 'E26', 'E71', 'E124', 'E79', 'E85', 'E43', 'E99', 'E9', 'E114', 'E12', 'E33', 'E11', 'E110', 'E112', 'E42', 'E56', 'E65'];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 30, 31, 32, 34, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53];['heart beat', 'line noise', 'channel noise', 'channel noise', 'channel noise', 'channel noise', 'line noise', 'line noise', 'other', 'other', 'channel noise', 'other', 'line noise', 'channel noise', 'line noise', 'heart beat', 'line noise', 'line noise', 'channel noise', 'line noise', 'channel noise', 'channel noise', 'heart beat', 'line noise', 'muscle artifact', 'channel noise', 'channel noise', 'other', 'channel noise', 'other', 'other', 'heart beat', 'channel noise', 'channel noise', 'other', 'channel noise', 'line noise', 'line noise', 'heart beat', 'heart beat', 'other', 'eye blink', 'heart beat', 'channel noise', 'other'];[]
sub-NDARWX338NDL_task-RestingState_eeg.set;5;[];['E49' 'E67' 'E82'];['E67', 'E105', 'E111', 'E49', 'E82'];['E4', 'E14', 'E15', 'E21', 'E28', 'E29', 'E30', 'E32', 'E34', 'E35', 'E36', 'E39', 'E40', 'E45', 'E50', 'E55', 'E56', 'E59', 'E60', 'E61', 'E64', 'E66', 'E68', 'E69', 'E73', 'E76', 'E83', 'E84', 'E87', 'E89', 'E90', 'E92', 'E94', 'E95', 'E96', 'E98', 'E99', 'E100', 'E101', 'E102', 'E104', 'E107', 'E108', 'E109', 'E110', 'E113', 'E114', 'E116', 'E117', 'E118', 'E123', 'E124'];['E39', 'E34', 'E87', 'E116', 'E98', 'E105', 'E100', 'E73', 'E83', 'E118', 'E111', 'E92', 'E28', 'E68', 'E55', 'E113', 'E123', 'E59', 'E30', 'E108', 'E67', 'E4', 'E69', 'E114', 'E21', 'E32', 'E76', 'E102', 'E29', 'E56', 'E66', 'E15', 'E101', 'E124', 'E95', 'E89', 'E60', 'E35', 'E84', 'E96', 'E109', 'E82', 'E14', 'E90', 'E45', 'E107', 'E110', 'E99', 'E36', 'E61', 'E94', 'E50', 'E117', 'E49', 'E64', 'E40', 'E104'];[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52];['channel noise', 'eye blink', 'channel noise', 'line noise', 'channel noise', 'line noise', 'other', 'eye blink', 'other', 'other', 'channel noise', 'eye blink', 'eye blink', 'eye blink', 'channel noise', 'other', 'eye blink', 'other', 'other', 'muscle artifact', 'channel noise', 'other', 'other', 'muscle artifact', 'other', 'other', 'other', 'other', 'other', 'eye blink', 'other', 'channel noise', 'other', 'other', 'other', 'other', 'eye blink', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'muscle artifact'];[['E49', 'E67', 'E82'], ['E105', 'E111']]
sub-NDARXZ685TU4_task-surroundSupp_run-2_eeg.set;19;"['E12' 'E22' 'E30' 'E33' 'E36' 'E43' 'E47' 'E63' 'E67' 'E70' 'E88' 'E97'
 'E102' 'E104' 'E111' 'E113' 'E116' 'E118' 'E120']";[];['E22', 'E120', 'E63', 'E30', 'E43', 'E70', 'E67'];['E4', 'E5', 'E6', 'E11', 'E12', 'E13', 'E19', 'E20', 'E21', 'E28', 'E29', 'E31', 'E33', 'E35', 'E36', 'E37', 'E40', 'E41', 'E42', 'E46', 'E47', 'E51', 'E52', 'E53', 'E59', 'E64', 'E68', 'E73', 'E81', 'E82', 'E88', 'E89', 'E90', 'E91', 'E94', 'E95', 'E96', 'E97', 'E99', 'E100', 'E101', 'E102', 'E103', 'E104', 'E105', 'E106', 'E107', 'E109', 'E110', 'E111', 'E112', 'E113', 'E114', 'E115', 'E116', 'E117', 'E118', 'E122', 'E123', 'E124', 'E125'];['E99', 'E4', 'E73', 'E101', 'E96', 'E19', 'E115', 'E59', 'E103', 'E88', 'E113', 'E47', 'E30', 'E36', 'E13', 'E91', 'E111', 'E46', 'E107', 'E28', 'E89', 'E68', 'E20', 'E43', 'E109', 'E123', 'E118', 'E52', 'E40', 'E22', 'E97', 'E82', 'E117', 'E29', 'E33', 'E31', 'E114', 'E94', 'E64', 'E90', 'E110', 'E95', 'E81', 'E41', 'E70', 'E67', 'E102', 'E11', 'E100', 'E124', 'E106', 'E6', 'E104', 'E105', 'E12', 'E116', 'E112', 'E120', 'E53', 'E63', 'E122', 'E35', 'E42', 'E51', 'E37', 'E5', 'E21', 'E125'];[0, 1, 2, 3, 4, 6, 7, 8, 10, 13, 15, 22, 23, 24, 25, 26, 27, 28, 30, 31, 33, 35, 37, 40, 41, 42, 43, 45, 46, 47, 48, 53, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68];['channel noise', 'line noise', 'line noise', 'other', 'other', 'line noise', 'channel noise', 'line noise', 'line noise', 'line noise', 'line noise', 'other', 'channel noise', 'channel noise', 'other', 'line noise', 'eye blink', 'line noise', 'other', 'line noise', 'channel noise', 'channel noise', 'muscle artifact', 'eye blink', 'channel noise', 'channel noise', 'channel noise', 'other', 'other', 'other', 'channel noise', 'other', 'muscle artifact', 'other', 'other', 'muscle artifact', 'other', 'muscle artifact', 'other', 'other', 'other', 'muscle artifact'];[['E22', 'E30', 'E43', 'E63', 'E67', 'E70', 'E120']]
sub-NDARRM467NP2_task-FunwithFractals_eeg.set;1;[];['E67'];[];['E3', 'E4', 'E7', 'E9', 'E10', 'E11', 'E12', 'E13', 'E15', 'E16', 'E18', 'E36', 'E50', 'E55', 'E56', 'E62', 'E67', 'E87', 'E113', 'E124', 'E128'];['E15', 'E13', 'E4', 'E16', 'E36', 'E18', 'E10', 'E87', 'E124', 'E67', 'E128', 'E55', 'E62', 'E12', 'E9', 'E56', 'E50', 'E113', 'E3', 'E7', 'E11'];[3, 13, 30, 32, 40, 59, 60, 64, 66, 70, 72, 74, 75, 79, 83, 85, 86, 87, 89, 90, 91, 92, 93, 96, 97, 98, 99, 100, 101, 102, 103, 104];['channel noise', 'other', 'eye blink', 'other', 'eye blink', 'other', 'channel noise', 'other', 'other', 'other', 'other', 'line noise', 'other', 'other', 'channel noise', 'other', 'other', 'other', 'channel noise', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other'];[]
